gender,SeniorCitizen,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaymentMethod_Credit_card__automatic_,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check
1,0,0,0.013888888888888888,1,0,0.016442451420029924,0.0001442418647588273,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0.861111111111111,1,1,0.4160438465371201,0.4309254558042926,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,0,1,0.8055555555555555,0,0,0.31489785749875443,0.3347622894068774,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0.25,1,0,0.020428500249128068,0.0390260789291484,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,0.986111111111111,1,0,0.506228201295466,0.5727786752827141,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0,1,0,0.1388888888888889,0,1,0.16243148978574992,0.035887375951996314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0.16666666666666666,1,0,0.7588440458395616,0.13325063466420495,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.3333333333333333,1,1,0.7593423019431988,0.261291253173321,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0.9166666666666666,1,1,0.6183358246138516,0.600686591276252,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.3194444444444444,1,0,0.06377678126557054,0.06883798753750289,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,0.736111111111111,1,0,0.017937219730941728,0.12108816062774061,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,0,0.013888888888888888,1,0,0.017937219730941728,0.0001615508885298867,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,0.8888888888888888,1,0,0.7159940209267565,0.6473978767597507,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,1,0,0.9027777777777777,1,0,0.7573492775286499,0.7047484421878606,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0.4305555555555555,1,1,0.7792725460886896,0.3299273021001615,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1,0,1,0.013888888888888888,1,1,0.3024414549078226,0.0034560350796215096,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1.0,1,0,0.05331340308918786,0.19160512347103625,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0.8472222222222222,1,1,0.9636273044344793,0.8048522963304869,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,1,0.013888888888888888,1,0,0.014947683109118093,0.00012693284098776788,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.041666666666666664,1,0,0.4603886397608371,0.017932148626817447,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,0,0.06944444444444445,1,1,0.7274539113104137,0.04972882529425341,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.013888888888888888,1,1,0.37717987045341306,0.004321486268174475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.20833333333333331,1,1,0.6726457399103141,0.1443284098776829,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0.3194444444444444,1,1,0.800199302441455,0.25736210477729055,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0.4444444444444444,1,1,0.6063776781265571,0.30006346642049386,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,0,0,0.18055555555555555,1,0,0.5475834578973593,0.10532540964689592,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
1,1,0,0.05555555555555555,0,1,0.11459890383657198,0.011475882760212323,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0.4444444444444444,1,0,0.42850024912805185,0.21299907685206557,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,0.027777777777777776,1,1,0.7643248629795715,0.01863027925225017,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
1,0,0,0.013888888888888888,1,0,0.016442451420029924,0.0001442418647588273,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0.05555555555555555,1,1,0.661684105630294,0.04074544195707362,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0.9722222222222222,1,1,0.6063776781265571,0.6592487883683361,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0,1.0,1,0,0.6741405082212257,0.7259231479344564,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0.18055555555555555,1,1,0.6138515196811162,0.11661089314562659,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,0.5277777777777778,1,1,0.8390632785251618,0.4604661897069005,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.013888888888888888,1,0,0.020428500249128068,0.00019039926148165225,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.09722222222222221,1,0,0.02242152466367714,0.01582044772674821,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0.9722222222222222,1,1,0.9078226208271053,0.8672801753981075,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,1.0,1,1,0.9840558046836075,0.9820793907223633,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0.625,1,0,0.007972097658196342,0.10211170090006925,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0,0.3055555555555555,1,0,0.06826108619830593,0.06320101546272791,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0.25,0,0,0.07125062282012959,0.05181744749596123,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.75,1,1,0.8136522172396612,0.6093757212093237,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0.5138888888888888,1,0,0.6143497757847534,0.34621509346872836,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0.3055555555555555,1,1,0.40508221225710017,0.14247634433417955,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0.013888888888888888,0,0,0.06776283009466869,0.0007385183475651972,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0.9583333333333333,0,0,0.4170403587443947,0.4658089083775675,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0.05555555555555555,1,1,0.4519182859990035,0.023932610200784674,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,0.20833333333333331,1,1,0.06975585450921776,0.04394184168012925,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,1,0,0.7777777777777777,1,0,0.5465869456900847,0.4656588968382183,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
0,1,0,0.027777777777777776,1,1,0.2580966616841056,0.008135241172397875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0.027777777777777776,0,1,0.06028898854010964,0.003311793214862682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0.3472222222222222,1,1,0.7703039362232188,0.26766097392107085,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0.8194444444444444,1,1,0.6148480318883907,0.5393953381029309,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
1,1,1,0.7222222222222222,1,1,0.6223218734429496,0.4685841218555274,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0.375,1,1,0.5714997508719483,0.22042464804985,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0.8055555555555555,1,1,0.674638764324863,0.5621624740364644,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,0.013888888888888888,1,0,0.011459890383657217,8.654511885529664e-05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0.5,1,1,0.7100149476831092,0.3841795522732518,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,1,0.2222222222222222,1,0,0.009466865969108146,0.029667666743595656,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0.041666666666666664,1,0,0.731938216243149,0.027492499423032543,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0.7777777777777777,1,1,0.4608868958644744,0.42081121624740364,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0.986111111111111,1,0,0.06327852516193325,0.2097969074544196,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,0.4583333333333333,0,0,0.15595416043846536,0.12637318255250404,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0,1,0.41666666666666663,1,0,0.4593921275535626,0.22053427186706673,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0.06944444444444445,1,0,0.6158445440956652,0.04217055158089084,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.9444444444444444,1,0,0.9302441454907823,0.8645857373644127,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0.041666666666666664,1,1,0.3617339312406578,0.0173840295407339,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0.5833333333333333,1,1,0.6726457399103141,0.428219478421417,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0.5694444444444444,1,1,0.37767812655705035,0.270620816985922,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,0,0.08333333333333333,1,0,0.017937219730941728,0.01209900761597046,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.6388888888888888,0,1,0.25460886895864476,0.22952342487883684,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.4722222222222222,0,1,0.06626806178375688,0.09622663281790908,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0.013888888888888888,1,1,0.7533632286995516,0.00867759058389107,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.6805555555555555,1,0,0.8794220229197808,0.594916916685899,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,1,0.41666666666666663,1,0,0.028400597907324382,0.07997922917147474,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0.7083333333333333,1,1,0.8016940707523668,0.5687456727440573,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1,1,1.0,1,1,0.7090184354758347,0.7419859219939996,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0.9305555555555555,1,0,0.36372695565520685,0.427729056081237,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0.9444444444444444,1,0,0.3971101145989039,0.4566005077313639,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1,0,0.013888888888888888,1,1,0.5127055306427504,0.0058908377567505185,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0.06944444444444445,1,1,0.6128550074738417,0.03752019386106624,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0.013888888888888888,0,0,0.06925759840558052,0.0007558273713362566,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0.2222222222222222,1,1,0.755854509217738,0.16898799907685208,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0.29166666666666663,1,1,0.755854509217738,0.22558850680821602,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.5694444444444444,1,1,0.5440956651718984,0.34414954996538194,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0.041666666666666664,1,1,0.5171898355754858,0.02193053311793215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.9166666666666666,0,0,0.27055306427503734,0.3471555504269559,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,0,0.3611111111111111,1,1,0.7374190333831591,0.26898222940226174,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0.15277777777777776,1,1,0.7533632286995516,0.12232864066466653,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.15277777777777776,0,1,0.17339312406576982,0.03973574890376183,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,0.2361111111111111,1,0,0.4623816641753862,0.1334871913224094,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1,1,0,1.0,1,1,0.8395615346287993,0.8690860835448881,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
1,0,0,0.8888888888888888,1,1,0.8375685102142502,0.765670436187399,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,0,0.9722222222222222,1,1,0.8684603886397609,0.8281271636279715,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0.027777777777777776,1,0,0.5176880916791231,0.013899146088160626,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0.5277777777777778,1,1,0.6183358246138516,0.36277982921763213,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0.027777777777777776,1,0,0.018933731938216264,0.002584814216478191,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.1388888888888889,1,1,0.49227703039362236,0.07319986152780983,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0.7777777777777777,1,1,0.7957149975087195,0.6334583429494577,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0.875,1,1,0.0219232685600399,0.14769213016385876,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0.736111111111111,1,0,0.006477329347284538,0.11212208631433189,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0.75,1,1,0.6756352765321376,0.5198765289637665,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,1.0,0,1,0.46985550572994517,0.5525790445418878,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0.08333333333333333,1,1,0.31141006477329347,0.028681052388645285,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0.3194444444444444,1,1,0.7244643746885899,0.2515001153934918,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0.3611111111111111,1,1,0.7015445939212755,0.2602757904454189,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,1,0,0.9444444444444444,1,1,0.7722969606377679,0.7482575582737133,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0.041666666666666664,1,1,0.8226208271051322,0.03590468497576737,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.027777777777777776,1,1,0.6158445440956652,0.018728363720286176,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0.0,1,0,0.014449427005480853,0.15909012231710132,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0.2638888888888889,1,1,0.3756851021425013,0.11713593353334874,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0.8888888888888888,1,1,0.8978574987543598,0.7918359104546504,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
1,1,0,0.38888888888888884,1,1,0.8709516691579472,0.34378029079159933,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,1.0,1,1,0.9706028898854012,0.9700092314793446,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0.9583333333333333,1,0,0.05530642750373693,0.1955111931687053,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0.027777777777777776,1,1,0.02142501245640263,0.0017078236787445187,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0.027777777777777776,1,0,0.31439960139511713,0.010189245326563581,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0.125,1,1,0.5520677628300947,0.07910223863374105,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.5972222222222222,1,1,0.8883906327852517,0.521013154858066,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,1,0,0.40277777777777773,1,1,0.330842052815147,0.16422801753981076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0.013888888888888888,1,0,0.011459890383657217,8.654511885529664e-05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0.05555555555555555,1,0,0.5924265072247135,0.03235633510270021,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0.40277777777777773,1,1,0.3672147483806677,0.18479113777982922,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0.013888888888888888,1,0,0.023418036870951703,0.00022501730902377065,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,1,0,0.3194444444444444,1,1,0.7179870453413055,0.24214747288252944,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0.3194444444444444,1,0,0.013951170901843585,0.05154050311562428,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0.9444444444444444,1,1,0.0558046836073742,0.18987999076852066,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0.06944444444444445,1,0,0.565520677628301,0.04313985691207016,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,1,0.125,1,0,0.36273044344793226,0.05008077544426495,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0.7777777777777777,1,1,0.6696562032884903,0.5635818139856912,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0.5277777777777778,1,1,0.6562032884902841,0.3745326563581814,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0.29166666666666663,0,1,0.1753861484803189,0.08785483498730672,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0.09722222222222221,1,1,0.7035376183358246,0.06769559196861298,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.3472222222222222,1,1,0.007972097658196342,0.05923147934456498,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0.3333333333333333,1,0,0.36422521175884415,0.15343872605585046,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0.013888888888888888,1,1,0.5570503238664674,0.006404338795291945,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0.8055555555555555,0,1,0.2650722471350274,0.30816408954534963,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1,0,0,0.2222222222222222,1,0,0.367713004484305,0.09884029540733903,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0.013888888888888888,1,1,0.3672147483806677,0.004206092776367413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0.013888888888888888,1,0,0.025411061285500774,0.00024809600738518334,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,0.875,1,1,0.7075236671649229,0.6437629817678282,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0.16666666666666666,1,1,0.5969108121574489,0.10275213477959844,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0.2361111111111111,1,1,0.8385650224215248,0.19890376182783293,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,0,0.2222222222222222,1,1,0.6796213253612357,0.14564966535887378,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0.7083333333333333,1,1,0.7513702042850026,0.5216420493884145,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0.1111111111111111,1,0,0.3089187842551071,0.044939995384260335,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,0,0.20833333333333331,1,1,0.6158445440956652,0.13829333025617355,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0.5972222222222222,1,1,0.8271051320378676,0.5203323332564044,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.5416666666666666,0,0,0.22670652715495768,0.19410339256865916,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,0.09722222222222221,1,1,0.7668161434977578,0.07409416108931456,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0.1388888888888889,1,1,0.9138016940707524,0.1182206323563351,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0.861111111111111,0,1,0.2511210762331839,0.31501269328409875,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
0,0,1,0.06944444444444445,1,1,0.3089187842551071,0.02466535887375952,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,0,0.7916666666666666,1,1,0.5251619332336821,0.475571197784445,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,1,0,0.375,1,0,0.6965620328849028,0.2825928917609047,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,0,0.9027777777777777,1,1,0.8714499252615845,0.7739095315024233,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,0,0.1388888888888889,1,1,0.7115097159940209,0.1033348719132241,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0.9027777777777777,1,0,0.7588440458395616,0.6992787906762059,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,0,0.41666666666666663,1,0,0.5166915794718486,0.25156935148857607,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
0,0,0,0.6388888888888888,1,0,0.7737917289486796,0.5055042695591968,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0.1388888888888889,1,0,0.004484304932735467,0.016662820216939763,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0.7638888888888888,1,1,0.5640259093173892,0.4840872374798061,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0,0,0.013888888888888888,0,1,0.11410064773293474,0.001275098084468036,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0.611111111111111,1,0,0.5525660189337319,0.35813524117239787,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0.5972222222222222,0,0,0.25660189337319383,0.22069005308100623,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,0,0.8055555555555555,0,1,0.2685600398604884,0.29094161089314563,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0.041666666666666664,1,0,0.34877927254608876,0.019605354258019847,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,0.375,1,0,0.820627802690583,0.3201880913916455,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0.027777777777777776,1,0,0.015944195316392656,0.002215555042695592,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0.2222222222222222,1,1,0.0219232685600399,0.03593930302330949,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,1,0.16666666666666666,1,0,0.012954658694569021,0.027642510962381725,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1.0,1,0,0.6223218734429496,0.6699688437572121,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,0,0.041666666666666664,1,1,0.607872446437469,0.02606162012462497,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
